ratings,headings,reviews
5,Best in the market!,"This is another big leap for iphone. The iphone 12 pro max the largest ever iphone.Camera is always superior to all, even though it does not have a 120 Hz, ite as smooth as ever.Display is awesome, sound is wow! Indeed with the a14 bionic , it is indeed the best iphone ever made.READ MORE"
5,Perfect product!,Lovely phone ❤️❤️ i love this 🥰🥰READ MORE
5,Brilliant,If you have that much amount to spend ! Just go for itREAD MORE
5,Terrific purchase,Awesome product thanks 2 filpcart for lovely product delivery on timeREAD MORE
5,Fabulous!,love this phoneREAD MORE
4,Nice product,"As per my usage I think the battery is adequate as I don’t often use my phone and at the end of the as per my usage the battery percentage remains at 40% but if you are a heavy user then you might feel the drain. The screen is small and typing might be an issue but after few minutes on you’ll get used to it, the camera and the screen are awesome and the picture quality superb as per my liking. I would recommend a screen protector as minor scratches may occur, which might be caused while clean...READ MORE"
5,Brilliant,Most beautiful handy apple phone love it & amazingREAD MORE
4,Wonderful,Very handy phoneREAD MORE
4,Delightful,Awesome and handy mobileREAD MORE
5,Super!,Superb!READ MORE
5,Classy product,"Excellent Phone.. I use it as a secondary phone for office so only use it for callings, whatsaap & mails so lasts 2 good days for me.READ MORE"
5,Terrific purchase,The perfect smart phone after a decadeREAD MORE
4,Really Nice,Nice....supbREAD MORE
5,Best in the market!,Performance is pretty good. Battery life with normal usage can go around 11-12 hours. 18W type C charging support can charge phone in 1 hour. Night mode is good. Display is much handy.READ MORE
5,Best in the market!,"This phone is very handy, one will get addict of its single hand usage. Camera is incomparable, best in the segment. I am a medium user but still I need to charge it 2 times a day. Love this phone’s look and build quality.READ MORE"
5,Worth every penny,"Using it since last week.The display, photo and performance are best. Touch sensitivity is best. Photos are so natural, night time photos are too good. Photo quality after zooming is also good. Videos are also good. Better to buy Pro Max for longer battery backup. After heavy use, watching movies, battery consumption is 70% per day in average (no idea about backup for game users). Regarding weight, I am used to it. Dint find much difference from Samsung M31S and Flagship models. You can hold ...READ MORE"
5,Awesome,"The product is just Awesome  love it 6gbRAM 256gb its enough worth of money.Love the product,good build in camera.Magnificient phn,no other phones can replace it.READ MORE"
5,Best in the market!,"The best ever camera from apple, it gives you 2x more realistic and crystel clear photo than iphone11Its new colour feature(pacific blue) gives you a standard royal vibes as never before, its A14 bionic chip is as faster as wind which is great for gamingREAD MORE"
5,Classy product,Great phone fantastic display butter smooth switching between apps and overall thanks to flipkart for keeping up the delivery as per promise highly recommended!!READ MORE
5,Classy product,"Excellent product. Smooth operation, Very fast flipkart delivery. I received on 15/11.  Even Flipkart customer care called many times to know the  phone use experience and reminded me 7 days return policy in case any problem.  This is a new experience from Flipkart.READ MORE"
5,Best in the market!,"This is another big leap for iphone. The iphone 12 pro max the largest ever iphone.Camera is always superior to all, even though it does not have a 120 Hz, ite as smooth as ever.Display is awesome, sound is wow! Indeed with the a14 bionic , it is indeed the best iphone ever made.READ MORE"
5,Perfect product!,Lovely phone ❤️❤️ i love this 🥰🥰READ MORE
5,Brilliant,If you have that much amount to spend ! Just go for itREAD MORE
5,Terrific purchase,Awesome product thanks 2 filpcart for lovely product delivery on timeREAD MORE
5,Fabulous!,love this phoneREAD MORE
5,Terrific,"Have been using 5s for the past 4 years and finally decided to upgrade to XS Max, Inspite of the big size it still feels so convenient due to its brilliant structure and no doubt it provides a superior performance based on every aspect. The Gold variant definitely gives an elegant feel when you hold it, though it would have been great if apple included a fast charger considering the price tag.Also, a special thanks to Flipkart for a quick delivery!READ MORE"
5,Super!,"pretty good phone , camera quality is outstanding  but battery is still poor ! takes 2 hours + to get fully charge ! rest everything is good ! :)READ MORE"
5,Just wow!,What a masterpiece. Upgraded from x to xs max. Simply in love with the gold colour.Battery wise there is a lot of improvement and camera is simply fab. Overall happy happy.After all if you don’t have an iPhone then you don’t have an iPhone.READ MORE
5,Classy product,"Awesome camera, stability and battery. Apple phones anyway possess great show off value and decent ecosystem.READ MORE"
5,Must buy!,"It's a good option if you want to buy into the iOS ecosystem and currently using an Android or an iPhone 7 or below.Dont think it's worth upgrading from an X. The display is amazing and the gestures work beautifully. But just a heads up the eSim service is not available at Jio yet at the time this review is being written. So you will be using a single sim for some time now.If you are used to a bigger 6.5"" display this makes more sense  than the XS. When it comes to value for money, apple ...READ MORE"
5,Super!,Awesome. So premium look and nice features. Flipkart services always good. It was not available to buy between 25 Oct to 4 Nov then I contacted to customer care and they help me for availability this product. Nice phone If you are iPhone user.READ MORE
5,Excellent,Flipkart service is very good . Today I got delivery of my    replacement apple xs max phone. Phone is very good with fantastic battery backup. And you know apple phones are status symbol and not value for money . And Flipkart helps me a lot in replacement. Thanks Flipkart team 👍👍👍READ MORE
5,Superb Apple,Nothing to take this to next level. This is just perfect. 6.5” can get people used to the size pretty fast. Weight balance makes it easier to handle through the day. Camera is super duper with incredible dynamic range and HDR.READ MORE
5,Worth every penny,I brought this phone in the month of September 2018. I am big fan of apple iPhone since from iPhone 5s to XS Max I love the designs and right now I am using the public beta of iOS 14. Battery is goodREAD MORE
5,Perfect product!,Most amazing I Phone till date from Apple.Have always been a loyal Apple user but just loved this new phone.I trusted Flipkart to buy this expensive phone & they fully justified my faith by sending genuine product before the scheduled delivery date.Thanks so much FlipkartREAD MORE
5,Worth every penny,"Using it since last week.The display, photo and performance are best. Touch sensitivity is best. Photos are so natural, night time photos are too good. Photo quality after zooming is also good. Videos are also good. Better to buy Pro Max for longer battery backup. After heavy use, watching movies, battery consumption is 70% per day in average (no idea about backup for game users). Regarding weight, I am used to it. Dint find much difference from Samsung M31S and Flagship models. You can hold ...READ MORE"
5,Awesome,"The product is just Awesome  love it 6gbRAM 256gb its enough worth of money.Love the product,good build in camera.Magnificient phn,no other phones can replace it.READ MORE"
5,Best in the market!,"The best ever camera from apple, it gives you 2x more realistic and crystel clear photo than iphone11Its new colour feature(pacific blue) gives you a standard royal vibes as never before, its A14 bionic chip is as faster as wind which is great for gamingREAD MORE"
5,Classy product,Great phone fantastic display butter smooth switching between apps and overall thanks to flipkart for keeping up the delivery as per promise highly recommended!!READ MORE
5,Classy product,"Excellent product. Smooth operation, Very fast flipkart delivery. I received on 15/11.  Even Flipkart customer care called many times to know the  phone use experience and reminded me 7 days return policy in case any problem.  This is a new experience from Flipkart.READ MORE"
5,Best in the market!,"This is another big leap for iphone. The iphone 12 pro max the largest ever iphone.Camera is always superior to all, even though it does not have a 120 Hz, ite as smooth as ever.Display is awesome, sound is wow! Indeed with the a14 bionic , it is indeed the best iphone ever made.READ MORE"
5,Perfect product!,Lovely phone ❤️❤️ i love this 🥰🥰READ MORE
5,Brilliant,If you have that much amount to spend ! Just go for itREAD MORE
5,Terrific purchase,Awesome product thanks 2 filpcart for lovely product delivery on timeREAD MORE
5,Fabulous!,love this phoneREAD MORE
4,Nice product,"As per my usage I think the battery is adequate as I don’t often use my phone and at the end of the as per my usage the battery percentage remains at 40% but if you are a heavy user then you might feel the drain. The screen is small and typing might be an issue but after few minutes on you’ll get used to it, the camera and the screen are awesome and the picture quality superb as per my liking. I would recommend a screen protector as minor scratches may occur, which might be caused while clean...READ MORE"
5,Brilliant,Most beautiful handy apple phone love it & amazingREAD MORE
4,Wonderful,Very handy phoneREAD MORE
4,Delightful,Awesome and handy mobileREAD MORE
5,Super!,Superb!READ MORE
5,Classy product,"Excellent Phone.. I use it as a secondary phone for office so only use it for callings, whatsaap & mails so lasts 2 good days for me.READ MORE"
5,Terrific purchase,The perfect smart phone after a decadeREAD MORE
4,Really Nice,Nice....supbREAD MORE
5,Best in the market!,Performance is pretty good. Battery life with normal usage can go around 11-12 hours. 18W type C charging support can charge phone in 1 hour. Night mode is good. Display is much handy.READ MORE
5,Best in the market!,"This phone is very handy, one will get addict of its single hand usage. Camera is incomparable, best in the segment. I am a medium user but still I need to charge it 2 times a day. Love this phone’s look and build quality.READ MORE"
5,Worth every penny,"Using it since last week.The display, photo and performance are best. Touch sensitivity is best. Photos are so natural, night time photos are too good. Photo quality after zooming is also good. Videos are also good. Better to buy Pro Max for longer battery backup. After heavy use, watching movies, battery consumption is 70% per day in average (no idea about backup for game users). Regarding weight, I am used to it. Dint find much difference from Samsung M31S and Flagship models. You can hold ...READ MORE"
5,Awesome,"The product is just Awesome  love it 6gbRAM 256gb its enough worth of money.Love the product,good build in camera.Magnificient phn,no other phones can replace it.READ MORE"
5,Best in the market!,"The best ever camera from apple, it gives you 2x more realistic and crystel clear photo than iphone11Its new colour feature(pacific blue) gives you a standard royal vibes as never before, its A14 bionic chip is as faster as wind which is great for gamingREAD MORE"
5,Classy product,Great phone fantastic display butter smooth switching between apps and overall thanks to flipkart for keeping up the delivery as per promise highly recommended!!READ MORE
5,Classy product,"Excellent product. Smooth operation, Very fast flipkart delivery. I received on 15/11.  Even Flipkart customer care called many times to know the  phone use experience and reminded me 7 days return policy in case any problem.  This is a new experience from Flipkart.READ MORE"
5,Best in the market!,"This is another big leap for iphone. The iphone 12 pro max the largest ever iphone.Camera is always superior to all, even though it does not have a 120 Hz, ite as smooth as ever.Display is awesome, sound is wow! Indeed with the a14 bionic , it is indeed the best iphone ever made.READ MORE"
5,Perfect product!,Lovely phone ❤️❤️ i love this 🥰🥰READ MORE
5,Brilliant,If you have that much amount to spend ! Just go for itREAD MORE
5,Terrific purchase,Awesome product thanks 2 filpcart for lovely product delivery on timeREAD MORE
5,Fabulous!,love this phoneREAD MORE
4,Good quality product,impressively Nice......One of the greatest iPhone i ever used ....All was like Never before ...it's just Amazing ...Battery Life is too good ...2 Days with hevy usedCamera also like Apple Quality best everREAD MORE
5,Worth every penny,"Great purchase, happily upgraded to iPhone 11 pro max and I’m quite satisfied with the performance of the phone :))READ MORE"
5,Classy product,Great phone & thanks to Flipkart for fast delivery... i was using iPhone XS Max & this phone is almost same but camera is awesome so I upgraded to this iPhone 11 pro MaxREAD MORE
5,Mind-blowing purchase,"Superb Apple IPhones 11 pro max i love it. Faster performance, awesome camera. Battery life good.Apple for lifeREAD MORE"
5,Terrific,You can feel premium right from unboxing... rose gold is rich and back glass is Matt finish which is patented by Apple.. fast charger charging 50% in 30 mins and battery life is good as of now ... camera is really a pro feature .. go for itREAD MORE
5,Must buy!,"A fantastic phone overall. Yes it’s expensive. But the phone is pure quality. I agree they need to prove it little better but when you have the phone on your hand then you realise that every corner of the phone is quality. RAM is one area where I feel compromised bu otherwise everything else. Like camera, display, processing power, battery backup is simply outstanding. Loving the phone.READ MORE"
5,Wonderful,"My 10th iPhone and I just can’t seem to get enough of this model. By far the best iPhone ever made, Battery & camera quality is top notch. I’ve always wanted to buy a DSLR but I think I shall pass...READ MORE"
5,Just wow!,"God Created world Apple Created God Phone for us right here for humans in eath , this actual phone with efficiency by all aspects . iphone come for 5 years with out any problems for sure .I am having iMac , iPad , Apple TV , from 5 years now and I trust Apple with highest respect with my experience . People thinking about affordability just remember one thing buy Apple  in EMI , and instead of you are Changing App Hanging  Virus full Android  every two years go for one Good phone which come...READ MORE"
5,When perfection meets performance!,"There are some phones that look good but lack in performance while there are some phones that perform well but don't look that classy!iPhone 11 Pro Max is a combination of both. Aesthetically it's a beauty, and performance-wise it's a beast. Apple has been successful in reaching a level where no company has ever reached. I have been using this phone since a year now and there are no complains at all. They even improved the battery life in this one.READ MORE"
5,Highly recommended,Battery - more or less 2 daysCamera - can now perform very good in low light (night )Heating- no heating for 15+ daysCharging- Quick charger ( which now comes in box ) charges 1-80 in less than an hour. The next 20 requires next 25 mins or so.READ MORE
4,Good quality product,impressively Nice......One of the greatest iPhone i ever used ....All was like Never before ...it's just Amazing ...Battery Life is too good ...2 Days with hevy usedCamera also like Apple Quality best everREAD MORE
5,Worth every penny,"Great purchase, happily upgraded to iPhone 11 pro max and I’m quite satisfied with the performance of the phone :))READ MORE"
5,Classy product,Great phone & thanks to Flipkart for fast delivery... i was using iPhone XS Max & this phone is almost same but camera is awesome so I upgraded to this iPhone 11 pro MaxREAD MORE
5,Mind-blowing purchase,"Superb Apple IPhones 11 pro max i love it. Faster performance, awesome camera. Battery life good.Apple for lifeREAD MORE"
5,Terrific,You can feel premium right from unboxing... rose gold is rich and back glass is Matt finish which is patented by Apple.. fast charger charging 50% in 30 mins and battery life is good as of now ... camera is really a pro feature .. go for itREAD MORE
5,Must buy!,"A fantastic phone overall. Yes it’s expensive. But the phone is pure quality. I agree they need to prove it little better but when you have the phone on your hand then you realise that every corner of the phone is quality. RAM is one area where I feel compromised bu otherwise everything else. Like camera, display, processing power, battery backup is simply outstanding. Loving the phone.READ MORE"
5,Wonderful,"My 10th iPhone and I just can’t seem to get enough of this model. By far the best iPhone ever made, Battery & camera quality is top notch. I’ve always wanted to buy a DSLR but I think I shall pass...READ MORE"
5,Just wow!,"God Created world Apple Created God Phone for us right here for humans in eath , this actual phone with efficiency by all aspects . iphone come for 5 years with out any problems for sure .I am having iMac , iPad , Apple TV , from 5 years now and I trust Apple with highest respect with my experience . People thinking about affordability just remember one thing buy Apple  in EMI , and instead of you are Changing App Hanging  Virus full Android  every two years go for one Good phone which come...READ MORE"
5,When perfection meets performance!,"There are some phones that look good but lack in performance while there are some phones that perform well but don't look that classy!iPhone 11 Pro Max is a combination of both. Aesthetically it's a beauty, and performance-wise it's a beast. Apple has been successful in reaching a level where no company has ever reached. I have been using this phone since a year now and there are no complains at all. They even improved the battery life in this one.READ MORE"
5,Highly recommended,Battery - more or less 2 daysCamera - can now perform very good in low light (night )Heating- no heating for 15+ daysCharging- Quick charger ( which now comes in box ) charges 1-80 in less than an hour. The next 20 requires next 25 mins or so.READ MORE
5,Highly recommended,I like the most in this phone:-1. I like the size of this phone because it is easy to hold.2. The camera quality of this phone is admirable. 3. Battery backup is good.4. The new design and colour  of this phone also a plus point of its beauty.5. These  points are my personal which i like most in this phone.READ MORE
5,Super!,One of the best looking phone in the market right now with a decent performance jump from 11 pro. Camera is excellent and the display is quite responsive and sharp. Only issue is it does not have a higher refresh rate and the battery life is average.READ MORE
5,Brilliant,I have upgraded from Android to iOS for the first time with the IPhone 12 Pro. And the experience is very much satisfactory. The new A14 bionic processor is very fast. The boxy design is what I liked the most. The camera and display are top notch. Night mode photography is excellent. Worth upgrading from Android to iOS .READ MORE
5,Awesome,"Awesome!Just made an upgrade from X, worth every single penny spent on it, the camera is just too superb, be it the selfie cam or the main rear cam, the goodness it takes the picture is just beyond words, no smart phone can beat it atm! However, the battery life tends to be on the shorter side, that’s the only con that I can’t think up of now,READ MORE"
5,Fabulous!,The camera is mind-blowing I love it 😘READ MORE
5,Mind-blowing purchase,Awesome performenceREAD MORE
5,Fabulous!,"This one of the best iPhone ever built, though battery backup isn’t good. But the user experience is brilliant.Upgraded from 11 Pro.READ MORE"
5,Worth every penny,The processor is fast. The only thing i did not like how it handles selfies in room lights. My iphone xs selfies tend to look appealing to my eyes. Or the rear camera. Night mode is excellent.READ MORE
5,Terrific,Amazing 🤩READ MORE
5,Classy product,Premium quality iPhone💯READ MORE
5,Just wow!,"iPhone 6S Plus 64GB -> iPhone 12 128GBMy 2nd iPhone, upgraded after 5 years.Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...READ MORE"
5,Awesome,Green colour is charming and priceless    No weight this iPhone       Totally mind blowing     Battery backup is not best of best but overall hall day backup normally usage  After update new version battery backup superb hall day easily use it     Camera quality awesome night mode superb     Display and 4K video look like live scene      Continue live internet use 7 or 8 hour battery backupREAD MORE
5,Excellent,"Best ever delivery by flipkart, got this phone in less than 24hrs, really impressed by the delivery, this is my first ever ios device, and i'm really impressed by its features, camera quality, awesome stereo speaker, oled display is awesome but have some warmth feeling making display little bit yellow, battery backup is awesome.READ MORE"
5,Terrific purchase,"The Product is fantastic with great nay awesome camera.Battery management is good but still could be better.Display is very beautiful and treat to watch videos.Design is good, gives vintage iphone kind of look.READ MORE"
5,Simply awesome,"Moved to iPhone from Android since cupcake days and I’m loving it so far. Brilliant display, camera and performance. IOS is still a little behind Android in terms of features and shortcuts in my opinion but it’s very close. Still getting used to all the features of iOS. Per-ordered on the launch day and it arrived barely on time. Overall happy with the purchase.READ MORE"
5,Super!,My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of iosCameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.Battery life is also good. It would run a day and charges upto 90 percent in an hour.The display is gorgeous. One of the best.READ MORE
4,Nice product,Front Camera at low light doesn't give a good result at all. Looks Cheapest Camera ever.But in light it does work good and about other things its just Apple.A Perfect Masterpiece.Very light Weight device with Quality Look.READ MORE
5,Wonderful,"Upgraded from iPhone X.Noticed 3 major differences instantly.1. Lot of difference in camera pictures. The best camera model from iPhone so far2. Light weight and feels very handy during one hand use3. Screen brightness is better than iPhone XNot mentioning about other aspects like performance , speed as they already are close to perfect. Battery - not more than one complete day after constant usage of WhatsApp, safari, emails, spotify music & youtube videosREAD MORE"
5,Excellent,"Superb phone from apple. Buttery smooth and blazingly fast. Just missing telephoto camera at this price. This could be provided by Apple. Also charger is not coming along. At this price customer expects that. Nothing else to complain about. It is very good looking, compact and light weight. Master piece from Apple.READ MORE"
5,Simply awesome,At first i was sceptic to switch from Android to IOS. Then after all the research and reviews I bought Iphone 12 and i can assure it is absolute pleasure to use IPhone and camera is just masterpiece. The right decision at right time.READ MORE
5,Just wow!,"iPhone 6S Plus 64GB -> iPhone 12 128GBMy 2nd iPhone, upgraded after 5 years.Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...READ MORE"
5,Awesome,Green colour is charming and priceless    No weight this iPhone       Totally mind blowing     Battery backup is not best of best but overall hall day backup normally usage  After update new version battery backup superb hall day easily use it     Camera quality awesome night mode superb     Display and 4K video look like live scene      Continue live internet use 7 or 8 hour battery backupREAD MORE
5,Excellent,"Best ever delivery by flipkart, got this phone in less than 24hrs, really impressed by the delivery, this is my first ever ios device, and i'm really impressed by its features, camera quality, awesome stereo speaker, oled display is awesome but have some warmth feeling making display little bit yellow, battery backup is awesome.READ MORE"
5,Terrific purchase,"The Product is fantastic with great nay awesome camera.Battery management is good but still could be better.Display is very beautiful and treat to watch videos.Design is good, gives vintage iphone kind of look.READ MORE"
5,Simply awesome,"Moved to iPhone from Android since cupcake days and I’m loving it so far. Brilliant display, camera and performance. IOS is still a little behind Android in terms of features and shortcuts in my opinion but it’s very close. Still getting used to all the features of iOS. Per-ordered on the launch day and it arrived barely on time. Overall happy with the purchase.READ MORE"
5,Super!,My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of iosCameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.Battery life is also good. It would run a day and charges upto 90 percent in an hour.The display is gorgeous. One of the best.READ MORE
4,Nice product,Front Camera at low light doesn't give a good result at all. Looks Cheapest Camera ever.But in light it does work good and about other things its just Apple.A Perfect Masterpiece.Very light Weight device with Quality Look.READ MORE
5,Wonderful,"Upgraded from iPhone X.Noticed 3 major differences instantly.1. Lot of difference in camera pictures. The best camera model from iPhone so far2. Light weight and feels very handy during one hand use3. Screen brightness is better than iPhone XNot mentioning about other aspects like performance , speed as they already are close to perfect. Battery - not more than one complete day after constant usage of WhatsApp, safari, emails, spotify music & youtube videosREAD MORE"
5,Excellent,"Superb phone from apple. Buttery smooth and blazingly fast. Just missing telephoto camera at this price. This could be provided by Apple. Also charger is not coming along. At this price customer expects that. Nothing else to complain about. It is very good looking, compact and light weight. Master piece from Apple.READ MORE"
5,Simply awesome,At first i was sceptic to switch from Android to IOS. Then after all the research and reviews I bought Iphone 12 and i can assure it is absolute pleasure to use IPhone and camera is just masterpiece. The right decision at right time.READ MORE
5,Just wow!,"iPhone 6S Plus 64GB -> iPhone 12 128GBMy 2nd iPhone, upgraded after 5 years.Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...READ MORE"
5,Awesome,Green colour is charming and priceless    No weight this iPhone       Totally mind blowing     Battery backup is not best of best but overall hall day backup normally usage  After update new version battery backup superb hall day easily use it     Camera quality awesome night mode superb     Display and 4K video look like live scene      Continue live internet use 7 or 8 hour battery backupREAD MORE
5,Excellent,"Best ever delivery by flipkart, got this phone in less than 24hrs, really impressed by the delivery, this is my first ever ios device, and i'm really impressed by its features, camera quality, awesome stereo speaker, oled display is awesome but have some warmth feeling making display little bit yellow, battery backup is awesome.READ MORE"
5,Terrific purchase,"The Product is fantastic with great nay awesome camera.Battery management is good but still could be better.Display is very beautiful and treat to watch videos.Design is good, gives vintage iphone kind of look.READ MORE"
5,Simply awesome,"Moved to iPhone from Android since cupcake days and I’m loving it so far. Brilliant display, camera and performance. IOS is still a little behind Android in terms of features and shortcuts in my opinion but it’s very close. Still getting used to all the features of iOS. Per-ordered on the launch day and it arrived barely on time. Overall happy with the purchase.READ MORE"
5,Super!,My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of iosCameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.Battery life is also good. It would run a day and charges upto 90 percent in an hour.The display is gorgeous. One of the best.READ MORE
4,Nice product,Front Camera at low light doesn't give a good result at all. Looks Cheapest Camera ever.But in light it does work good and about other things its just Apple.A Perfect Masterpiece.Very light Weight device with Quality Look.READ MORE
5,Wonderful,"Upgraded from iPhone X.Noticed 3 major differences instantly.1. Lot of difference in camera pictures. The best camera model from iPhone so far2. Light weight and feels very handy during one hand use3. Screen brightness is better than iPhone XNot mentioning about other aspects like performance , speed as they already are close to perfect. Battery - not more than one complete day after constant usage of WhatsApp, safari, emails, spotify music & youtube videosREAD MORE"
5,Excellent,"Superb phone from apple. Buttery smooth and blazingly fast. Just missing telephoto camera at this price. This could be provided by Apple. Also charger is not coming along. At this price customer expects that. Nothing else to complain about. It is very good looking, compact and light weight. Master piece from Apple.READ MORE"
5,Simply awesome,At first i was sceptic to switch from Android to IOS. Then after all the research and reviews I bought Iphone 12 and i can assure it is absolute pleasure to use IPhone and camera is just masterpiece. The right decision at right time.READ MORE
5,Just wow!,"iPhone 6S Plus 64GB -> iPhone 12 128GBMy 2nd iPhone, upgraded after 5 years.Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...READ MORE"
5,Awesome,Green colour is charming and priceless    No weight this iPhone       Totally mind blowing     Battery backup is not best of best but overall hall day backup normally usage  After update new version battery backup superb hall day easily use it     Camera quality awesome night mode superb     Display and 4K video look like live scene      Continue live internet use 7 or 8 hour battery backupREAD MORE
5,Excellent,"Best ever delivery by flipkart, got this phone in less than 24hrs, really impressed by the delivery, this is my first ever ios device, and i'm really impressed by its features, camera quality, awesome stereo speaker, oled display is awesome but have some warmth feeling making display little bit yellow, battery backup is awesome.READ MORE"
5,Terrific purchase,"The Product is fantastic with great nay awesome camera.Battery management is good but still could be better.Display is very beautiful and treat to watch videos.Design is good, gives vintage iphone kind of look.READ MORE"
5,Simply awesome,"Moved to iPhone from Android since cupcake days and I’m loving it so far. Brilliant display, camera and performance. IOS is still a little behind Android in terms of features and shortcuts in my opinion but it’s very close. Still getting used to all the features of iOS. Per-ordered on the launch day and it arrived barely on time. Overall happy with the purchase.READ MORE"
5,Super!,My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of iosCameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.Battery life is also good. It would run a day and charges upto 90 percent in an hour.The display is gorgeous. One of the best.READ MORE
4,Nice product,Front Camera at low light doesn't give a good result at all. Looks Cheapest Camera ever.But in light it does work good and about other things its just Apple.A Perfect Masterpiece.Very light Weight device with Quality Look.READ MORE
5,Wonderful,"Upgraded from iPhone X.Noticed 3 major differences instantly.1. Lot of difference in camera pictures. The best camera model from iPhone so far2. Light weight and feels very handy during one hand use3. Screen brightness is better than iPhone XNot mentioning about other aspects like performance , speed as they already are close to perfect. Battery - not more than one complete day after constant usage of WhatsApp, safari, emails, spotify music & youtube videosREAD MORE"
5,Excellent,"Superb phone from apple. Buttery smooth and blazingly fast. Just missing telephoto camera at this price. This could be provided by Apple. Also charger is not coming along. At this price customer expects that. Nothing else to complain about. It is very good looking, compact and light weight. Master piece from Apple.READ MORE"
5,Simply awesome,At first i was sceptic to switch from Android to IOS. Then after all the research and reviews I bought Iphone 12 and i can assure it is absolute pleasure to use IPhone and camera is just masterpiece. The right decision at right time.READ MORE
5,Just wow!,"iPhone 6S Plus 64GB -> iPhone 12 128GBMy 2nd iPhone, upgraded after 5 years.Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...READ MORE"
5,Awesome,Green colour is charming and priceless    No weight this iPhone       Totally mind blowing     Battery backup is not best of best but overall hall day backup normally usage  After update new version battery backup superb hall day easily use it     Camera quality awesome night mode superb     Display and 4K video look like live scene      Continue live internet use 7 or 8 hour battery backupREAD MORE
5,Excellent,"Best ever delivery by flipkart, got this phone in less than 24hrs, really impressed by the delivery, this is my first ever ios device, and i'm really impressed by its features, camera quality, awesome stereo speaker, oled display is awesome but have some warmth feeling making display little bit yellow, battery backup is awesome.READ MORE"
5,Terrific purchase,"The Product is fantastic with great nay awesome camera.Battery management is good but still could be better.Display is very beautiful and treat to watch videos.Design is good, gives vintage iphone kind of look.READ MORE"
5,Simply awesome,"Moved to iPhone from Android since cupcake days and I’m loving it so far. Brilliant display, camera and performance. IOS is still a little behind Android in terms of features and shortcuts in my opinion but it’s very close. Still getting used to all the features of iOS. Per-ordered on the launch day and it arrived barely on time. Overall happy with the purchase.READ MORE"
5,Super!,My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of iosCameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.Battery life is also good. It would run a day and charges upto 90 percent in an hour.The display is gorgeous. One of the best.READ MORE
4,Nice product,Front Camera at low light doesn't give a good result at all. Looks Cheapest Camera ever.But in light it does work good and about other things its just Apple.A Perfect Masterpiece.Very light Weight device with Quality Look.READ MORE
5,Wonderful,"Upgraded from iPhone X.Noticed 3 major differences instantly.1. Lot of difference in camera pictures. The best camera model from iPhone so far2. Light weight and feels very handy during one hand use3. Screen brightness is better than iPhone XNot mentioning about other aspects like performance , speed as they already are close to perfect. Battery - not more than one complete day after constant usage of WhatsApp, safari, emails, spotify music & youtube videosREAD MORE"
5,Excellent,"Superb phone from apple. Buttery smooth and blazingly fast. Just missing telephoto camera at this price. This could be provided by Apple. Also charger is not coming along. At this price customer expects that. Nothing else to complain about. It is very good looking, compact and light weight. Master piece from Apple.READ MORE"
